1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,100,0,0,-18.6966,37.3932,-1.60256,-117.094,0,-25.2137,27.7778,-62.3932,10.6838,0,10.6838,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,-18.6966,0,0,100,-1.60256,37.3932,10.6838,0,10.6838,-62.3932,27.7778,-25.2137,0,-117.094,
0,0,37.3932,0,0,-1.60256,100,45.406,-62.3932,0,-25.2137,-27.7778,-117.094,-14.9573,0,-10.6838,
0,0,-1.60256,0,0,37.3932,45.406,100,-10.6838,0,-14.9573,-117.094,-27.7778,-25.2137,0,-62.3932,
0,0,-117.094,0,0,10.6838,-62.3932,-10.6838,259.829,0,2.22045e-16,-42.735,99.1453,-3.10862e-15,0,42.735,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
0,0,-25.2137,0,0,10.6838,-25.2137,-14.9573,-1.77636e-15,0,140.171,1.42109e-14,8.88178e-15,42.735,0,2.22045e-15,
0,0,27.7778,0,0,-62.3932,-27.7778,-117.094,-42.735,0,1.06581e-14,259.829,42.735,-8.88178e-15,0,99.1453,
0,0,-62.3932,0,0,27.7778,-117.094,-27.7778,99.1453,0,8.88178e-15,42.735,259.829,-1.06581e-14,0,-42.735,
0,0,10.6838,0,0,-25.2137,-14.9573,-25.2137,-3.10862e-15,0,42.735,-8.88178e-15,-8.88178e-15,140.171,0,-3.33067e-15,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
0,0,10.6838,0,0,-117.094,-10.6838,-62.3932,42.735,0,3.10862e-15,99.1453,-42.735,-3.33067e-15,0,259.829,

